"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"C12orf23",0.00600877609186675,1.42596761684713,0.035,0.012,1
"FAM122B",0.00601568037247581,2.1971701214295,0.023,0.005,1
"PRDM2",0.00603286918334919,-0.644199161764888,0.064,0.106,1
"VDAC2",0.00603665103936359,-0.348811142376596,0.223,0.29,1
"SUMF2",0.00604725253554917,-1.18547388857863,0.031,0.062,1
"ARL5A",0.0060670058376184,-0.432744997677559,0.174,0.237,1
"ZNF148",0.00607139691747245,-0.724077797524374,0.051,0.089,1
"MYO9B",0.0061136195023776,-2.3416761331392,0.005,0.022,1
"H2AFX",0.00612149813779998,-1.75854671496045,0.013,0.035,1
"PBX4",0.00613224481832082,-3.79781812117632,0.001,0.013,1
"NFATC1",0.0061411582421112,-1.14714141687564,0.035,0.067,1
"ACN9",0.00616922299044478,-0.938243649893223,0.027,0.057,1
"FAM127A",0.00618114951035703,-2.08380577558945,0.005,0.022,1
"WASF1",0.00620651363261285,-3.10855076011952,0.001,0.013,1
"MEN1",0.00620834739283638,-1.92391162961975,0.005,0.022,1
"BICD1",0.00622198919168235,-2.23369663770731,0.005,0.022,1
"DSE",0.00624935044499433,-2.12021236869313,0.005,0.022,1
"SLC25A33",0.00624958224892464,-0.463708120543631,0.048,0.086,1
"MRPS22",0.00625803265789563,-0.707674786710073,0.077,0.121,1
"PCMTD2",0.00626274252805727,-2.97170107651639,0.001,0.013,1
"SYVN1",0.00626307164999561,-2.04976495304798,0.005,0.022,1
"TSEN15",0.00633206396824935,0.897816199171312,0.097,0.057,1
"TMEM87B",0.00633921908208538,1.28806617466885,0.038,0.013,1
"EML2",0.00635579455850599,-1.58251382049489,0.013,0.035,1
"PDLIM2",0.00639735581633151,-1.62992565941963,0.013,0.035,1
"TRMU",0.00647067681138574,-1.49513884591544,0.013,0.035,1
"NDUFA6",0.0064867022575543,-0.472452629336235,0.129,0.185,1
"SNAP23",0.0065001289428565,-0.681692208260379,0.107,0.154,1
"KIAA0226L",0.00653506504655188,-0.605914403783649,0.159,0.215,1
"TFAP4",0.00659813041630259,-1.28399217818925,0.013,0.035,1
"CLPP",0.00666311594351375,-0.645384368876056,0.087,0.133,1
"SPATA2L",0.00668434904248383,-1.2383334957762,0.013,0.035,1
"CAPZA2",0.00670784375547282,0.626873922620564,0.145,0.097,1
"APITD1",0.00674187695465858,-0.820971298880193,0.027,0.057,1
"ADAM28",0.00683888941192182,-0.814792884629821,0.084,0.129,1
"WBSCR22",0.00685603191676547,-0.467838228073376,0.221,0.284,1
"PTPMT1",0.00687963840251673,-0.553890198915578,0.057,0.097,1
"UBE2J2",0.00693518981071868,-0.657874966597206,0.076,0.119,1
"THEMIS2",0.00698757413821336,0.735980629352727,0.099,0.059,1
"GGA2",0.00699186602288883,-0.709351116182307,0.099,0.146,1
"HOOK3",0.00701784504073738,-0.97640662293229,0.031,0.062,1
"NPEPPS",0.00702296438495445,-1.60255632226628,0.009,0.029,1
"RBM8A",0.0070447595078361,0.324485804566647,0.47,0.414,1
"CECR5",0.00704769174247348,-1.31598558597809,0.03,0.06,1
"AKAP9",0.0071457888740137,-0.822646584615753,0.061,0.101,1
"AMD1",0.00715443588804813,-0.801348511572307,0.091,0.136,1
"RBFA",0.0071817065368045,-1.05313352361118,0.021,0.047,1
"LAMTOR3",0.00725009200471427,-0.72515513850505,0.03,0.06,1
"ATF3",0.00726505153020009,2.56207789677463,0.029,0.008,1
"GPATCH2",0.00728415178673359,-1.44988332372823,0.009,0.029,1
"MDFIC",0.00733536904568889,-1.67743399595084,0.014,0.037,1
"SLC36A4",0.00738726642075173,-1.1541467741891,0.022,0.049,1
"LAMTOR1",0.00744919880262442,-0.282687350406227,0.2,0.265,1
"PRMT1",0.00746617535914541,-0.371555358570566,0.309,0.371,1
"JKAMP",0.00749418143441674,1.66096758418572,0.044,0.018,1
"RTN3",0.00749600927111494,-1.19989541069657,0.023,0.05,1
"CCL7",0.00750099547060782,2.38544358269312,0.02,0.003,1
"CHD2",0.00754915377257516,-0.723940991755118,0.101,0.146,1
"ADAM19",0.00758213964428889,2.24234224609021,0.02,0.003,1
"ARL6IP1",0.00759072925880498,-0.347430967055127,0.215,0.277,1
"SUV420H1",0.00760251885052319,-1.03414620767675,0.014,0.037,1
"POLR3K",0.00761240620778822,-0.665016074072559,0.082,0.126,1
"APMAP",0.007616866649833,-0.830474001338639,0.04,0.074,1
"CEP78",0.00762210371385343,-2.1329659950343,0.01,0.03,1
"TCEAL4",0.00768028379989065,-0.844740900015181,0.034,0.065,1
"HDDC3",0.00768364465138644,-1.00124427961079,0.035,0.067,1
"NDUFB4",0.00771322689203748,0.496094951602346,0.266,0.208,1
"SFPQ",0.00773648471126469,-0.563172514478762,0.131,0.181,1
"FARSA",0.00776778300540834,-0.483071594317884,0.07,0.112,1
"SLC35A2",0.00778746070107805,-1.77018574250744,0.016,0.039,1
"PAG1",0.00779426508068389,-2.3370324400409,0.007,0.023,1
"PFKP",0.0078003112388268,1.41413505625885,0.044,0.018,1
"KLF13",0.00784746577951184,1.566741040804,0.029,0.008,1
"KRBOX4",0.00785778919830003,-2.0722215064606,0.007,0.023,1
"ALDH2",0.00787374251908438,-2.01407316434628,0.007,0.023,1
"C7orf26",0.00787835704672863,-1.07385393132712,0.014,0.037,1
"C21orf59",0.00788231643516035,-0.647453960949478,0.072,0.114,1
"PSIP1",0.0079205006725706,-0.636673966015187,0.095,0.143,1
"TREML2",0.00796516989828181,5.83023675101034,0.012,0,1
"ZNF804A",0.0079651736744048,5.56277866430825,0.012,0,1
"CALD1",0.0079651736744048,5.27032056209512,0.012,0,1
"ENPP2",0.0079651736744048,5.29867152302319,0.012,0,1
"TTC39B",0.0079651736744048,5.545737072874,0.012,0,1
"SLC24A1",0.0079651736744048,5.57305130937719,0.012,0,1
"C16orf72",0.0079651736744048,5.77249002431458,0.012,0,1
"BSG",0.00798091464260433,-0.418030153859055,0.176,0.235,1
"IDH2",0.00801357376209968,0.784254780095452,0.129,0.086,1
"GIMAP2",0.00803291760229862,1.04753547067379,0.056,0.027,1
"UQCRH",0.00803311106263911,-0.269327182698437,0.343,0.424,1
"N6AMT2",0.00803487859122621,-1.99201912904828,0.007,0.023,1
"ABHD15",0.00806454970630227,-2.81278467567064,0.004,0.018,1
"PARP8",0.00809766523460932,1.32211424040479,0.042,0.017,1
"ATXN1",0.00811654860192031,-1.88017620814538,0.007,0.023,1
"TMEM147",0.00814025785165947,-0.446035920432559,0.217,0.275,1
"SUMF1",0.00815990124017739,-2.72254759916406,0.004,0.018,1
"ZBTB32",0.00819529234262554,0.708363435851716,0.094,0.055,1
"BRAT1",0.00827030843993301,-1.04836518424396,0.01,0.03,1
"MIR22HG",0.00829508853450359,-2.34426679647042,0.004,0.018,1
"HK1",0.00829894579276329,1.13523351912314,0.056,0.027,1
"MSH6",0.00831559618159197,-1.55310407751781,0.007,0.023,1
"CMTM3",0.00831559618159197,-1.58047328931446,0.007,0.023,1
"SNHG8",0.00833436278568438,-0.34722943354457,0.14,0.196,1
"TMX4",0.00837458582364995,-1.10945768749687,0.029,0.057,1
"MRPS12",0.008374672061599,-0.341993760915935,0.161,0.221,1
"SLC20A2",0.0083939896147844,3.60898544373387,0.016,0.002,1
"FCRL4",0.00843371363748052,-1.24340311977228,0.007,0.023,1
"RTN4",0.00843900364040299,-0.39677459811346,0.108,0.159,1
"ARPC5",0.00847635249035286,0.332359482389789,0.461,0.411,1
"MBNL2",0.00851157694664272,-1.8493195518697,0.004,0.018,1
"SERPINE2",0.00851967240810923,-0.877334091196586,0.016,0.039,1
"ZCCHC17",0.00852722195703507,-0.788853391355967,0.043,0.077,1
"FCHSD2",0.00853865047347002,1.20328789507826,0.039,0.015,1
"MTA1",0.0085486826852202,-1.25922389058177,0.017,0.04,1
"PHB",0.00873825031466084,-0.291292450622256,0.29,0.359,1
"CD70",0.00875720048635286,-0.622250630791516,0.103,0.149,1
"FAM207A",0.00879004315051958,-0.585532768346734,0.063,0.102,1
"UQCRB",0.00887991249998754,-0.297547711892946,0.23,0.294,1
"ARF5",0.00891373920756149,-0.727262503913153,0.072,0.112,1
"PPIF",0.00893310094369416,-1.12904730219975,0.033,0.062,1
"UBE2J1",0.0089632585492189,0.951658285863341,0.09,0.054,1
"DDX49",0.00902913017186035,-0.875555987134343,0.029,0.057,1
"MPP6",0.00912974682796168,-1.03304076899645,0.017,0.04,1
"CCDC90B",0.00916816327884816,0.416974952029156,0.183,0.129,1
"NEIL1",0.00918407829552822,-1.69336734745152,0.012,0.032,1
"TMPO",0.00921197729537984,0.723648353516737,0.085,0.049,1
"SRSF6",0.00922820551617877,-0.574379725870709,0.064,0.104,1
"TSEN2",0.00926008187558031,-1.53604969446903,0.012,0.032,1
"AKAP13",0.00927231227635577,-0.718026559562741,0.065,0.104,1
"CYTH1",0.00933774520416243,-0.629993180606544,0.046,0.081,1
"CCDC50",0.00937169557218977,0.672686368067415,0.179,0.129,1
"DHX9",0.00940173404962057,-0.939216168550985,0.06,0.097,1
"RNF139",0.00945227214937995,-0.31727476584005,0.046,0.081,1
"KARS",0.00946600627867861,0.373451432797257,0.265,0.21,1
"SACM1L",0.0094970370573606,-0.858107470314878,0.027,0.055,1
"ODC1",0.00952801562206714,-0.433500055154455,0.132,0.185,1
"RAPGEF1",0.0096485821587406,-1.38773344418598,0.012,0.032,1
"MAGEF1",0.00968028110017074,-1.38079227559899,0.012,0.032,1
"SCAMP3",0.00969741206407606,-0.805513370398815,0.05,0.084,1
"ILKAP",0.00977447449407743,-0.457873251607898,0.061,0.101,1
"DNAJB11",0.00981158510169624,-0.645257958089293,0.093,0.136,1
"PLEKHJ1",0.00989143431801362,-0.506299673029289,0.099,0.146,1
"SCPEP1",0.00989549212639633,-1.361682933317,0.021,0.045,1
"NSMCE1",0.00989664006272353,-0.298300622026841,0.116,0.169,1
"LAMTOR4",0.00990596059578924,-0.474486316009122,0.179,0.235,1
"RNF141",0.00995349227985202,-1.18833378799737,0.012,0.032,1
"GBP3",0.00997317585620408,1.35728164606918,0.046,0.02,1
"HSD17B10",0.00998160863471791,-0.275887530840378,0.141,0.198,1
"BTG2",0.0100101286199097,-0.413097496451928,0.175,0.23,1
"PTCD3",0.0100304572397246,-0.895839526998138,0.034,0.064,1
"ZCCHC7",0.0100475700266295,-1.45296392015377,0.021,0.045,1
"STMN1",0.0100635435061945,-0.410100763988992,0.106,0.153,1
"SOD1",0.0101223328855916,-0.314592933532189,0.428,0.487,1
"CD180",0.0101526617380276,-1.15987955414929,0.008,0.025,1
"ATP6V0D1",0.0101595854707072,-0.523396300663596,0.114,0.163,1
"PLEKHG7",0.0101853686814591,1.75041594305388,0.025,0.007,1
"MYO1F",0.0102100259832065,-1.42724815288421,0.008,0.025,1
"WNT10A",0.0102292114175136,-1.70210406656033,0.008,0.025,1
"NIN",0.0102386657552108,-0.808709406565496,0.04,0.072,1
"NFKB2",0.0102644263356178,-0.468631733465767,0.099,0.146,1
"NGDN",0.0103456589154666,-0.736663594835529,0.125,0.174,1
"FOXP1",0.0104371868010068,-0.43788724412641,0.098,0.146,1
"WIPI2",0.0104419873439248,-0.794239949271522,0.072,0.111,1
"PRPF38B",0.0104533618305764,-0.490576133207159,0.102,0.149,1
"HSD17B11",0.0104649792071635,-0.562656095407775,0.076,0.117,1
"ACTR2",0.0104961561712709,-0.433529683898802,0.119,0.168,1
"SYPL1",0.0104997615777997,-0.4794474357511,0.115,0.164,1
"UCK2",0.0105025123857854,-1.15930056713761,0.021,0.045,1
"ZNF322",0.0105593290071191,-2.83000691607107,0.003,0.015,1
"F8A1",0.0106182039714277,-0.733319422968212,0.06,0.097,1
"PPP4C",0.0106562369092092,-0.310863127276039,0.302,0.367,1
"ADRBK1",0.0106685916337028,-2.30888642580409,0.003,0.015,1
"SNX29P2",0.0106685916337028,-2.48207598589013,0.003,0.015,1
"NOTCH2",0.0106960638947346,-2.29940589312655,0.003,0.015,1
"ALG3",0.0107374930900714,-0.576026937778318,0.065,0.104,1
"PQLC1",0.0107511971928017,-2.1038997895801,0.003,0.015,1
"MICAL3",0.0107511971928017,-2.28953487645283,0.003,0.015,1
"PSMD14",0.0108109353691192,-0.428869516474744,0.125,0.176,1
"ELOF1",0.0108390285167978,-0.667306187258249,0.089,0.131,1
"AIDA",0.0108419477014299,1.17000529764866,0.043,0.018,1
"B3GAT3",0.0108734573802381,-0.743617035293047,0.033,0.062,1
"TOE1",0.0108753120114187,-1.23654498672813,0.022,0.047,1
"EMC2",0.0109155472556624,1.02820974816632,0.064,0.034,1
"FAM21C",0.0109454310896161,3.65230761202702,0.018,0.003,1
"OGFOD1",0.0109456675641604,1.33680597839598,0.04,0.017,1
"ERGIC3",0.0109881554117755,-0.614756853851407,0.098,0.143,1
"TXNL4B",0.0110022218064388,1.89371240526368,0.033,0.012,1
"ERO1LB",0.0110170718437497,1.82431860847464,0.03,0.01,1
"CCDC71L",0.0111808480430623,2.39024843084594,0.018,0.003,1
"RBKS",0.0111863085135373,-0.968503430893653,0.021,0.045,1
"RANGRF",0.0112081349971411,-0.665053510273051,0.048,0.082,1
"MCM2",0.0112284675014534,-2.2032705616311,0.005,0.02,1
"TBC1D12",0.0112284675014534,-1.88820734680804,0.005,0.02,1
"DENND1C",0.0112523447033761,-2.04544923746728,0.005,0.02,1
"WDR18",0.0112722811045373,-0.574997833159973,0.078,0.121,1
"PSMG3",0.0112858719404851,-1.22715725982208,0.023,0.049,1
"DESI1",0.0113040481798058,0.693512076596283,0.148,0.104,1
"CCNL2",0.0113212120091932,-0.73224581810062,0.038,0.069,1
"PRMT6",0.0113901946004417,1.53503802268219,0.03,0.01,1
"ATP11B",0.0114449911515347,-1.76486406146751,0.005,0.02,1
"RNF19A",0.0114465349560041,1.19592747786265,0.076,0.044,1
"SSR3",0.0114499930238502,0.426181903735893,0.187,0.134,1
"PARP1",0.0115004774685322,-0.574251006552034,0.23,0.285,1
"NCOA3",0.0115014566136201,1.50468538375868,0.05,0.023,1
"RNF125",0.0115179848813887,-1.63859916780312,0.005,0.02,1
"PRIMPOL",0.0115424077723852,-1.65386984254574,0.005,0.02,1
"EXOSC6",0.0115806420770624,-1.84455487774865,0.009,0.027,1
"PYCR1",0.0116144528702136,-0.49848655171185,0.069,0.109,1
"NXT1",0.0116440552511382,-0.435448676829411,0.144,0.2,1
"YRDC",0.0116457435386351,-1.04284068670034,0.025,0.05,1
"TIMM8A",0.0116721660224155,-0.735150204552209,0.044,0.077,1
"MAZ",0.0117249478631645,-1.6915712435968,0.009,0.027,1
"ZNF71",0.0117456926583968,-1.60574277848179,0.009,0.027,1
"EPM2AIP1",0.0117575002028434,-1.23848225013122,0.014,0.035,1
"MIF",0.0118514617000103,-0.587172625808355,0.099,0.144,1
"FAM216A",0.0119354374118318,-1.20622793545137,0.014,0.035,1
"ZFAND1",0.0119354374118318,1.28726654933464,0.033,0.012,1
"DPH5",0.0119365746486752,-1.64092568740615,0.016,0.037,1
"DNASE2",0.0120136363053201,-1.33225106015952,0.034,0.062,1
"BCKDK",0.0120489694861438,-0.650789747821492,0.039,0.07,1
"MEF2A",0.0121323748194216,0.907374167928475,0.068,0.037,1
"HNRNPM",0.0121512436625355,-0.355659363220908,0.364,0.43,1
"ENTPD1",0.0122355046669286,-1.52482716840828,0.016,0.037,1
"COX20",0.0122770047512636,-0.591323657526743,0.077,0.117,1
"TC2N",0.0122996544750888,-4.00856831298119,0.001,0.012,1
"ACTR1B",0.0123396052695365,-0.849023992334507,0.022,0.047,1
"TSPAN3",0.0123403080736337,-0.492250412500235,0.04,0.072,1
"ANP32A",0.0123629743279466,-0.316928531349222,0.159,0.215,1
"ZKSCAN5",0.0123727819384107,-3.62515915548422,0.001,0.012,1
"METTL6",0.0123911238700354,4.978414904809,0.01,0,1
"PIP4K2C",0.0123911238700354,5.36843600685607,0.01,0,1
"FAM65C",0.0123911238700354,5.55763181962281,0.01,0,1
"RP5-1103G7.4",0.0123911238700354,5.23605430905227,0.01,0,1
"DEPDC5",0.0124094898810027,-3.1164330361684,0.001,0.012,1
"RP3-477O4.14",0.01244628829715,-3.01369135410323,0.001,0.012,1
"HDGFRP2",0.0124462942471877,-2.74943458195187,0.001,0.012,1
"TAF6",0.0124659979231113,-1.05262325416621,0.027,0.054,1
"MGLL",0.0124685545406934,-1.42346089216063,0.016,0.037,1
"UVRAG",0.0124821216093241,0.976863626960429,0.052,0.025,1
"ENDOG",0.0124831952496265,-2.62105491578475,0.001,0.012,1
"PAN3",0.0124831952496265,-3.01675707097324,0.001,0.012,1
"TRAPPC8",0.0124831952496265,-2.82012367572464,0.001,0.012,1
"TMEM14B",0.0124892035138982,-0.450440045554647,0.131,0.18,1
"CHST10",0.0125201931013252,-2.77154494334013,0.001,0.012,1
"FOXK2",0.0125201931013252,-2.7339677486221,0.001,0.012,1
"FAM49B",0.0125565624944797,-0.372810669344198,0.235,0.29,1
"ZNF692",0.0125572880156352,-2.32306511569443,0.001,0.012,1
"ZDHHC23",0.0125572880156352,-2.00588306245451,0.001,0.012,1
"LZTR1",0.0125572880156352,-1.66164190788455,0.001,0.012,1
"IL10RB-AS1",0.0125572880156352,-2.45326057357151,0.001,0.012,1
"C20orf27",0.0125638282358256,-0.731676272294338,0.054,0.087,1
"KMT2C",0.0125959395993014,-1.16942131192331,0.014,0.035,1
"RIPK2",0.0126507454042466,0.680905061952928,0.099,0.062,1
"BANK1",0.0127025102449405,0.494874845741689,0.226,0.174,1
"TFEB",0.0127754218341439,-1.55851652040517,0.017,0.039,1
"TRIM69",0.0128446294411506,0.603596759864602,0.123,0.081,1
"TNFRSF21",0.012845125757221,3.79465485193615,0.014,0.002,1
"DYNC1I2",0.0128763930874469,-0.738405969975999,0.023,0.049,1
"TMEM109",0.0128906443495855,-0.490944662334394,0.102,0.148,1
"QKI",0.0129737335987042,2.81515133203592,0.021,0.005,1
"SF3A2",0.0129956593668083,-1.06439019702034,0.034,0.062,1
"IFNLR1",0.013063666574115,2.61418946701965,0.014,0.002,1
"MRPS17.1",0.013098116551436,-0.53310188747418,0.051,0.086,1
"SMARCC1",0.0131217254380391,-0.730922643033926,0.069,0.107,1
"COX6A1",0.0131306225019285,0.284573586644393,0.53,0.487,1
"DAAM1",0.0133335757330473,-1.85543849689687,0.01,0.029,1
"CHORDC1",0.0133499659529891,0.641475096259337,0.196,0.149,1
"NTHL1",0.0133634551660121,-1.00123272340768,0.016,0.037,1
"DDX28",0.0134071788798419,-0.890154035250479,0.027,0.054,1
"MIIP",0.0134225260329211,-0.927752164935731,0.029,0.055,1
"HMCES",0.0134904568701594,-1.66438106380254,0.01,0.029,1
"SLC20A1",0.0135068529129898,-0.909510487111012,0.029,0.055,1
"MDH1",0.0135406755297729,-0.352050924555022,0.261,0.324,1
"MAP2K7",0.0136543158224018,-1.21138879410498,0.017,0.039,1
"ALKBH7",0.0137230966482954,-0.804207632115378,0.059,0.094,1
"SARNP",0.0137498681319619,-1.12722179747892,0.017,0.039,1
"NDUFA12",0.0137611428441773,-0.318137765519864,0.243,0.309,1
"TNFAIP8L1",0.0138390257564787,-2.1773070699912,0.007,0.022,1
"SLBP",0.0138624731249142,-0.502859102964713,0.151,0.2,1
"TMEM70",0.0139081667904863,-0.455358033576138,0.098,0.143,1
"PIM2",0.0139158003385203,0.730402510082572,0.131,0.091,1
"HMGA1",0.0139243757092469,-0.347129328015537,0.214,0.273,1
"NDUFS6",0.0140014953974496,-0.378877736621354,0.164,0.218,1
"PES1",0.0141155710103942,-0.830277091899695,0.042,0.072,1
"TP53",0.0141579027460475,-1.15290003774011,0.01,0.029,1
"NDUFS8",0.014275725736022,-0.497891407723298,0.095,0.141,1
"FTSJ3",0.0143074797399614,-1.15098408409523,0.018,0.04,1
"APBB1IP",0.0143271634342703,-0.838850895540118,0.046,0.077,1
"RMND1",0.0143341886225034,-1.72041073805933,0.007,0.022,1
"TSPAN33",0.0143341886225034,-1.64662493218608,0.007,0.022,1
"TPD52",0.0143561996838881,-0.500750109011269,0.115,0.161,1
"AAMP",0.0144082123288887,-0.628348237215469,0.086,0.126,1
"CLN8",0.0144336708901478,-1.1324266802372,0.018,0.04,1
"MRPL34",0.0145182506547456,-0.414826810630849,0.117,0.166,1
"RALBP1",0.0145403779503254,-0.943918345279487,0.035,0.064,1
"PIN4",0.0145524142059933,-0.424573280334677,0.081,0.122,1
"STAM",0.0146159761646317,-1.47915611806524,0.007,0.022,1
"MED14",0.0146392669397746,1.91692903152277,0.023,0.007,1
"SCARB2",0.0146586030064568,0.827179866664705,0.047,0.022,1
"MPHOSPH10",0.0147589402622209,-0.81198759727208,0.087,0.129,1
"SDHB",0.0147602421842635,-0.316887910619398,0.167,0.221,1
"GM2A",0.0147873828795503,-1.35249929840083,0.007,0.022,1
"SPTAN1",0.0147873828795503,-1.15071333827109,0.007,0.022,1
"GALNT11",0.0148276747054704,-1.61095735573681,0.012,0.03,1
"CASP7",0.0148778294711861,0.793104813880106,0.076,0.044,1
"SDF4",0.0149175445324416,-0.473353231534538,0.068,0.106,1
"TRAF3IP2",0.0150447851917595,-3.1395031246908,0.004,0.017,1
"PPP2R1A",0.0150509201882572,-0.503856085113682,0.103,0.148,1
"GLG1",0.0150879037986767,-1.37161610053871,0.021,0.044,1
"C10orf128",0.0150890626195571,-1.61250156373047,0.012,0.03,1
"UHRF1BP1L",0.0151851141401425,-1.52398764292441,0.012,0.03,1
"HES1",0.0153309237887915,-1.21099448512251,0.021,0.044,1
"STT3B",0.0153392921952517,0.980911425784314,0.06,0.032,1
"AHCTF1",0.0153557674463523,-2.23043860715445,0.004,0.017,1
"MRPL16",0.0153705672802821,-0.578575904366334,0.11,0.153,1
"TP53I11",0.015390667923182,-2.25376883147754,0.004,0.017,1
"DHRS13",0.015390667923182,-2.23387692654249,0.004,0.017,1
"RRM1",0.0154094128362672,-1.20442368581751,0.021,0.044,1
"WDTC1",0.015425638201634,-2.3119436106173,0.004,0.017,1
"UQCRFS1",0.0154299613980422,-0.341398144747224,0.236,0.294,1
"MSTO1",0.0155309690051971,-2.08616036501575,0.004,0.017,1
"ESD",0.0155349389445473,0.642464127787723,0.142,0.101,1
"COMTD1",0.0155585054637235,-1.22897475814377,0.02,0.042,1
"RHBDF2",0.0155609912555306,-1.32952947369882,0.023,0.047,1
"SH3GL1",0.0156015406752704,-2.19955669946537,0.004,0.017,1
"MAN2B1",0.0156015406752704,-1.92585183913625,0.004,0.017,1
"DDX27",0.0157171692260132,-0.448447525562443,0.107,0.151,1
"TRIP6",0.0157977247103831,-1.20710662404195,0.012,0.03,1
"NISCH",0.0158149513820167,-1.6078534571655,0.004,0.017,1
"ACOT9",0.0158307134173074,0.701486113813525,0.11,0.072,1
"LYST",0.0158927899394611,-0.750719994242682,0.047,0.079,1
"C1orf162",0.0159172168956124,-0.915797703745363,0.054,0.086,1
"FKBP3",0.0159471099450834,0.620516037257546,0.145,0.102,1
"SLA",0.0159731053883462,-1.17713515750987,0.012,0.03,1
"BEX4",0.0159910214949046,-0.789376983368549,0.06,0.094,1
"CASP10",0.0160105709791259,1.40146675433608,0.034,0.013,1
"ILVBL",0.0160235275575631,-1.19580897531678,0.012,0.03,1
"MUL1",0.016321274583354,-1.40141392197001,0.013,0.032,1
"CTDNEP1",0.0163274438461398,-1.02079223772788,0.021,0.044,1
"PNOC",0.016346066734218,-1.5723222676339,0.013,0.032,1
"MED31",0.0163896281130509,-0.974660382711891,0.021,0.044,1
"GMPS",0.0163973050606997,-0.594259979999041,0.033,0.06,1
"SRP72",0.0164353861869935,-0.57834599775588,0.081,0.121,1
"REPIN1",0.0165306029482412,-0.64981162489761,0.05,0.082,1
"CTC-241F20.3",0.0165824437400515,1.05131264339052,0.048,0.023,1
"TRAM1",0.0165923828233274,0.49092814401434,0.283,0.233,1
"PPM1A",0.0166092066787634,-1.19018471417285,0.034,0.06,1
"NUP98",0.0166882718578677,-0.678879835534655,0.043,0.074,1
"PARP15",0.0167415154190115,1.03750262410764,0.031,0.012,1
"RRM2B",0.0167653275370075,-1.72995992907383,0.008,0.023,1
"TMEM243",0.0169087332427616,-0.437901295353903,0.228,0.284,1
"GEMIN4",0.0170023815048846,-1.28010305024519,0.013,0.032,1
"NAA10",0.0170375388635122,-0.509584551700762,0.112,0.156,1
"ING4",0.0170767439147768,-0.915264140229581,0.021,0.044,1
"TRAPPC6B",0.0171053790770982,-1.06920535658272,0.013,0.032,1
"ELAC2",0.0171198416001478,-0.867037664920352,0.021,0.044,1
"BPGM",0.0171411574224838,0.831720257093306,0.06,0.032,1
"SSH2",0.0171827779545485,-1.42538610452091,0.027,0.052,1
"ATP5G2",0.0172889208995206,-0.273822521073118,0.478,0.53,1
"HLA-DQA2",0.0173652714189171,-1.1405374567153,0.013,0.032,1
"ASNA1",0.0174068629553055,-0.456719984137704,0.121,0.166,1
"TCP11L2",0.0174154556935802,-1.41549642654944,0.008,0.023,1
"PJA2",0.0174299825135179,-1.17470685005193,0.031,0.057,1
"TMEM9B",0.0174393212560758,-0.375051914220421,0.166,0.218,1
"TMEM183A",0.0174435264644585,-1.09261961859187,0.03,0.055,1
"CSGALNACT2",0.0174469581923709,-1.18473744099474,0.008,0.023,1
"DUSP10",0.0175111344515692,-0.620500586374235,0.067,0.102,1
"MRPL35",0.0175754325367584,-1.53650969236184,0.025,0.049,1
"TSEN34",0.0175824212065157,-0.768956011632739,0.059,0.092,1
"TEX264",0.0176938140683232,-0.792416886395199,0.067,0.101,1
"MRPL3",0.0178374180584671,-0.454812359550702,0.17,0.22,1
"HSPE1",0.0179168965710817,0.394948494478833,0.428,0.367,1
"PLRG1",0.0179529097483135,0.51939503658686,0.107,0.069,1
"FAM76B",0.0180168896440039,1.25612381895885,0.043,0.02,1
"IMP4",0.0180381561712173,0.472030991075225,0.236,0.188,1
"DDIT3",0.0182772766464365,-0.81002739625478,0.055,0.087,1
"RPA3",0.0184762035284833,0.515468863321753,0.283,0.237,1
